age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
41,retired,single,tertiary,no,1029,no,no,cellular,25,nov,19,3,-1,0,unknown,yes
46,admin.,married,tertiary,no,905,no,no,cellular,17,apr,31,3,-1,0,failure,no
50,admin.,divorced,primary,no,370,yes,no,unknown,7,may,195,3,52,0,unknown,no
45,student,married,tertiary,no,3313,yes,no,cellular,17,may,18,1,-1,0,failure,no
32,technician,divorced,tertiary,no,670,yes,no,cellular,3,jun,350,6,-1,1,unknown,no
60,blue-collar,single,primary,no,5681,yes,no,cellular,12,nov,1,1,-1,0,other,no
43,blue-collar,married,primary,no,409,yes,no,unknown,1,dec,16,3,-1,0,unknown,no
63,admin.,single,secondary,yes,5775,no,no,unknown,29,oct,567,2,-1,0,failure,no
43,management,married,tertiary,no,650,no,no,cellular,28,nov,142,6,-1,0,unknown,no
38,management,divorced,secondary,no,12707,yes,no,cellular,7,jan,1,1,-1,0,unknown,no
56,technician,married,tertiary,no,1426,no,no,telephone,23,sep,79,9,4,0,unknown,no
44,admin.,divorced,primary,no,935,no,no,cellular,23,jul,190,4,-1,1,unknown,no
42,management,married,primary,no,559,yes,no,telephone,25,jan,192,3,633,1,unknown,yes
27,management,divorced,secondary,no,262,no,no,cellular,26,oct,185,2,-1,0,other,no
48,technician,married,secondary,no,-939,yes,no,cellular,19,aug,65,1,-1,0,unknown,no
35,blue-collar,divorced,tertiary,no,16,yes,no,cellular,18,jun,616,1,-1,1,unknown,yes
36,admin.,married,tertiary,no,568,no,no,cellular,24,sep,446,6,753,1,unknown,no
35,management,married,unknown,no,-3025,yes,no,cellular,25,feb,848,3,-1,1,unknown,no
45,self-employed,married,tertiary,no,732,yes,no,unknown,28,mar,68,4,-1,0,unknown,no
24,technician,married,tertiary,no,542,no,no,cellular,4,jan,163,1,-1,1,unknown,no
38,blue-collar,single,secondary,no,4676,yes,no,unknown,19,feb,754,1,-1,0,unknown,no
51,blue-collar,married,tertiary,no,805,yes,no,cellular,28,oct,842,2,104,0,unknown,yes
27,blue-collar,married,secondary,no,2610,yes,no,unknown,3,dec,153,1,-1,0,unknown,no
42,admin.,single,secondary,no,2767,no,no,cellular,4,jan,567,3,-1,0,unknown,no
34,unknown,married,secondary,no,1560,no,no,cellular,9,apr,294,3,-1,0,unknown,no
36,retired,married,secondary,no,1847,yes,yes,unknown,2,aug,18,1,787,0,unknown,no
59,blue-collar,divorced,tertiary,no,130,yes,no,cellular,23,dec,99,1,571,0,unknown,no
22,entrepreneur,single,secondary,no,149,yes,no,telephone,30,apr,58,1,-1,0,unknown,no
49,technician,divorced,secondary,no,-175,yes,no,unknown,2,feb,226,5,-1,0,unknown,no
35,services,married,tertiary,no,-1379,no,no,cellular,22,apr,426,1,-1,0,unknown,no
35,retired,single,primary,no,347,no,no,cellular,16,sep,7,4,-1,0,unknown,no
28,student,married,secondary,no,3136,no,yes,cellular,22,dec,27,2,243,0,unknown,yes
49,technician,single,unknown,no,1067,yes,no,cellular,7,jan,183,4,-1,0,unknown,no
38,blue-collar,single,secondary,no,1065,no,no,unknown,15,jun,198,2,-1,1,unknown,no
37,blue-collar,divorced,tertiary,no,1806,yes,no,cellular,24,jun,61,1,-1,0,unknown,no
42,unknown,married,tertiary,no,-1896,no,no,cellular,12,sep,577,2,-1,1,failure,no
39,blue-collar,married,secondary,no,3047,no,no,cellular,2,dec,154,3,558,0,unknown,no
18,management,divorced,tertiary,no,-767,yes,no,telephone,30,jan,580,2,-1,0,unknown,no
35,unknown,married,tertiary,no,390,no,no,cellular,6,nov,112,2,-1,0,success,yes
50,management,divorced,primary,no,2462,no,no,cellular,11,jun,159,1,-1,0,unknown,no
24,management,married,secondary,no,-1262,no,no,cellular,18,dec,118,5,-1,1,unknown,no
29,technician,married,secondary,no,4537,yes,yes,cellular,19,aug,500,4,-1,0,unknown,no
36,entrepreneur,divorced,secondary,no,-53,yes,no,cellular,22,may,125,1,-1,0,unknown,no
33,management,married,secondary,no,-294,yes,no,unknown,14,aug,525,2,-1,3,unknown,no
40,blue-collar,married,secondary,no,4390,no,no,cellular,18,apr,427,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,-977,no,no,unknown,17,sep,229,3,-1,0,unknown,no
36,management,single,tertiary,no,1680,no,yes,cellular,13,jan,187,6,-1,0,failure,no
40,technician,married,primary,no,1477,no,no,cellular,18,mar,206,4,-1,0,unknown,no
48,technician,married,secondary,no,457,no,no,cellular,24,jun,23,1,-1,0,success,no
54,management,married,secondary,no,-1186,yes,no,unknown,7,apr,636,3,-1,1,unknown,no
38,blue-collar,married,secondary,no,887,yes,no,unknown,26,aug,376,6,-1,2,unknown,no
61,unemployed,married,secondary,no,201,yes,no,cellular,2,aug,57,1,-1,2,unknown,no
38,blue-collar,single,primary,no,1099,no,no,unknown,1,aug,147,2,-1,2,other,no
50,technician,single,tertiary,no,-52,yes,no,unknown,12,aug,3,2,-1,0,unknown,no
62,technician,single,primary,no,1102,yes,no,unknown,20,sep,132,2,596,0,unknown,no
42,admin.,married,tertiary,no,1387,yes,no,unknown,21,jun,43,1,-1,3,unknown,no
25,blue-collar,married,tertiary,no,184,yes,yes,cellular,22,may,424,1,-1,0,unknown,no
41,retired,single,tertiary,no,602,no,no,cellular,30,nov,414,1,786,3,unknown,no
34,technician,married,tertiary,no,-725,yes,no,cellular,18,jan,228,1,-1,0,unknown,no
37,self-employed,married,primary,no,39,no,no,unknown,14,jun,354,2,-1,1,unknown,no
62,technician,married,primary,no,127,no,yes,cellular,27,jan,42,2,725,0,unknown,yes
27,technician,single,secondary,no,1627,yes,no,unknown,26,aug,71,2,-1,0,unknown,no
44,management,married,primary,no,1682,yes,no,cellular,22,may,129,2,-1,0,unknown,no
31,retired,divorced,secondary,no,568,yes,no,cellular,8,feb,551,1,421,0,failure,no
37,admin.,single,secondary,no,1225,yes,no,cellular,17,nov,486,2,-1,0,failure,no
49,unknown,married,primary,no,-2811,yes,no,cellular,21,feb,206,5,-1,2,unknown,no
44,services,married,secondary,no,581,yes,yes,cellular,5,sep,215,5,-1,1,unknown,no
38,blue-collar,married,secondary,no,-2140,no,no,cellular,3,mar,495,5,-1,0,unknown,no
33,blue-collar,married,secondary,no,4682,yes,no,unknown,29,dec,27,4,238,1,unknown,no
44,admin.,married,secondary,no,-1834,yes,no,cellular,2,may,449,6,-1,0,unknown,no
59,blue-collar,married,secondary,no,4036,yes,no,unknown,24,dec,337,6,-1,0,unknown,no
31,blue-collar,married,secondary,no,-1348,yes,no,unknown,23,aug,41,1,-1,0,unknown,no
62,services,single,secondary,no,855,yes,no,telephone,31,may,64,1,-1,2,unknown,no
54,management,married,tertiary,no,2560,yes,no,cellular,29,jun,210,1,-1,0,unknown,no
56,technician,married,primary,no,1120,no,no,unknown,30,may,194,6,-1,0,unknown,no
44,admin.,single,secondary,no,1426,no,no,cellular,14,apr,327,1,-1,3,unknown,no
53,services,married,secondary,no,-1806,yes,no,cellular,20,apr,305,6,719,0,unknown,no
29,technician,married,primary,no,483,no,no,cellular,10,may,290,1,-1,0,unknown,no
33,management,married,secondary,no,522,yes,no,cellular,12,sep,27,3,733,0,unknown,no
49,blue-collar,married,tertiary,yes,471,no,no,cellular,5,jan,82,1,-1,0,unknown,no
44,management,married,secondary,no,4007,yes,no,telephone,8,sep,19,2,-1,0,unknown,no
39,technician,married,secondary,no,435,yes,no,cellular,25,may,6,6,-1,0,unknown,no
18,unemployed,single,secondary,no,-64,yes,no,cellular,5,aug,70,3,-1,0,failure,no
36,admin.,married,secondary,no,674,no,no,unknown,8,apr,448,2,-1,0,unknown,no
28,management,married,primary,no,4225,no,no,cellular,29,oct,344,4,-1,1,unknown,no
46,services,single,secondary,no,-285,yes,no,unknown,11,jul,1125,5,-1,1,unknown,no
38,admin.,married,tertiary,no,-302,yes,yes,cellular,21,nov,294,2,-1,0,unknown,yes
34,blue-collar,divorced,secondary,no,762,no,yes,cellular,25,sep,26,3,-1,2,unknown,no
70,admin.,single,primary,no,307,no,yes,cellular,17,apr,261,2,-1,0,failure,no
52,blue-collar,married,secondary,no,182,no,no,cellular,17,mar,13,1,-1,0,unknown,no
52,blue-collar,divorced,primary,no,-820,yes,no,unknown,21,dec,264,2,-1,1,failure,no
65,management,married,secondary,no,-1313,yes,yes,cellular,9,jul,175,1,-1,0,unknown,no
49,services,married,secondary,no,275,no,yes,cellular,9,mar,235,1,109,0,unknown,no
32,technician,single,tertiary,no,-3598,yes,yes,cellular,24,aug,107,2,837,0,unknown,no
31,blue-collar,single,tertiary,no,453,yes,no,cellular,2,jul,385,3,383,1,unknown,no
51,admin.,married,secondary,no,257,no,no,cellular,8,feb,1026,2,-1,1,unknown,yes
18,admin.,married,tertiary,no,2216,no,no,cellular,26,jul,1022,6,-1,0,unknown,no
40,technician,divorced,secondary,no,379,no,no,cellular,18,dec,4,2,-1,2,unknown,no
18,technician,married,secondary,no,-2114,yes,no,cellular,7,jul,101,1,-1,1,unknown,no
42,admin.,single,secondary,no,1648,yes,no,cellular,30,may,55,1,-1,0,unknown,no
50,admin.,married,secondary,no,865,yes,no,cellular,7,may,1096,4,-1,0,failure,no
44,technician,married,tertiary,no,1701,no,no,unknown,21,jul,196,1,555,1,unknown,no
51,services,married,secondary,yes,6970,yes,no,cellular,6,nov,302,7,-1,0,failure,no
62,retired,married,secondary,no,1079,yes,no,cellular,19,apr,308,1,-1,1,unknown,yes
39,retired,single,secondary,no,2145,yes,no,cellular,5,mar,181,1,126,0,unknown,no
71,technician,married,secondary,no,-446,yes,no,cellular,5,jan,74,1,-1,1,unknown,no
43,blue-collar,married,tertiary,no,6065,no,no,unknown,13,sep,185,1,-1,0,unknown,yes
51,management,married,tertiary,no,1435,no,yes,cellular,10,nov,96,1,-1,1,unknown,no
34,admin.,married,primary,no,765,yes,no,cellular,23,jun,118,2,796,0,unknown,no
58,retired,married,primary,no,1230,no,no,unknown,13,oct,143,3,-1,0,unknown,no
52,unknown,married,tertiary,no,904,no,no,unknown,23,dec,64,1,-1,0,unknown,no
57,blue-collar,married,tertiary,no,5,no,no,unknown,28,jan,1021,1,-1,0,unknown,yes
41,unknown,divorced,tertiary,no,2068,no,no,cellular,17,dec,6,1,-1,0,unknown,no
27,student,married,secondary,no,-247,yes,no,unknown,5,mar,275,1,-1,0,failure,no
46,blue-collar,married,secondary,no,850,no,no,telephone,22,may,372,1,-1,1,unknown,no
22,services,single,tertiary,no,453,yes,no,cellular,29,mar,527,1,-1,0,unknown,yes
37,entrepreneur,married,secondary,no,690,yes,no,telephone,16,mar,256,3,-1,0,unknown,no
43,blue-collar,single,secondary,no,-3119,yes,yes,cellular,28,jul,466,5,-1,0,unknown,no
67,admin.,single,secondary,no,2677,yes,no,cellular,21,jul,127,1,-1,0,unknown,no
44,admin.,married,tertiary,no,5094,yes,no,cellular,25,jan,41,3,-1,0,other,no
42,technician,married,tertiary,no,101,yes,no,unknown,24,aug,148,1,-1,0,unknown,no
40,technician,married,secondary,no,1916,yes,no,cellular,3,feb,124,1,-1,1,failure,no
26,management,married,tertiary,no,449,yes,yes,unknown,24,aug,377,2,-1,2,unknown,no
41,management,married,unknown,yes,1126,no,no,unknown,11,sep,222,1,-1,0,unknown,no
42,services,married,primary,no,5253,no,no,cellular,29,may,191,3,-1,0,unknown,no
30,services,single,secondary,no,-1516,no,no,cellular,30,oct,282,7,-1,1,unknown,no
27,blue-collar,married,tertiary,no,4536,no,no,cellular,22,jan,406,10,-1,1,unknown,no
35,blue-collar,married,secondary,no,749,yes,no,unknown,13,mar,50,1,150,0,unknown,no
41,management,single,secondary,no,1469,no,no,cellular,3,jan,78,3,-1,0,unknown,no
35,services,married,secondary,no,313,yes,no,cellular,28,oct,57,3,-1,0,unknown,no
29,technician,married,secondary,no,2418,no,no,cellular,23,sep,356,2,-1,2,unknown,no
44,admin.,divorced,tertiary,no,2715,yes,no,cellular,9,may,181,1,-1,0,unknown,no
46,self-employed,married,primary,no,198,yes,no,cellular,9,feb,217,1,-1,0,unknown,no
42,admin.,single,secondary,no,253,yes,no,unknown,26,aug,622,1,312,0,failure,no
34,technician,married,secondary,no,0,no,no,cellular,19,nov,297,1,776,0,unknown,no
47,services,single,secondary,no,-3161,yes,no,unknown,20,may,210,1,-1,0,unknown,no
38,services,divorced,secondary,no,2368,yes,no,cellular,1,aug,1006,1,629,0,unknown,no
27,technician,married,secondary,no,-115,yes,no,cellular,8,jan,280,1,221,0,unknown,no
52,management,married,tertiary,no,-737,yes,yes,telephone,22,may,270,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,3797,no,no,cellular,6,apr,424,1,-1,0,unknown,no
39,technician,married,secondary,no,969,no,no,cellular,22,sep,114,4,-1,0,unknown,no
23,technician,married,tertiary,no,5651,no,no,cellular,31,dec,92,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,244,yes,no,cellular,21,oct,127,3,-1,1,failure,no
63,unemployed,married,secondary,no,504,no,no,cellular,17,aug,9,1,471,0,unknown,yes
24,blue-collar,married,secondary,no,286,no,no,cellular,25,feb,474,14,-1,2,unknown,no
38,blue-collar,married,secondary,no,-700,yes,no,cellular,22,oct,169,1,-1,1,unknown,no
40,blue-collar,married,secondary,no,427,no,no,cellular,23,may,145,3,-1,0,unknown,no
44,unknown,single,tertiary,no,-1811,yes,no,unknown,28,sep,114,4,-1,0,failure,no
24,blue-collar,divorced,primary,no,1122,no,no,cellular,10,jan,283,1,-1,1,unknown,yes
42,unknown,married,tertiary,no,930,yes,no,unknown,25,nov,631,1,-1,0,unknown,no
22,services,single,secondary,no,1597,yes,no,unknown,7,dec,762,2,-1,0,unknown,no
42,blue-collar,single,primary,no,1735,no,no,unknown,24,feb,9,2,621,0,failure,no
33,retired,married,secondary,no,379,yes,no,unknown,21,aug,27,1,-1,0,unknown,no
31,technician,married,tertiary,no,-842,no,no,unknown,18,dec,35,3,186,1,unknown,no
50,retired,divorced,tertiary,no,989,no,yes,cellular,27,dec,29,1,532,0,unknown,no
38,blue-collar,single,primary,no,-2658,no,no,cellular,23,jan,414,1,-1,0,unknown,no
46,blue-collar,married,tertiary,no,102,yes,no,cellular,1,dec,155,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,500,no,no,cellular,25,apr,80,1,-1,0,unknown,no
54,blue-collar,married,tertiary,no,451,yes,no,telephone,4,jun,19,4,-1,0,unknown,no
27,blue-collar,single,tertiary,no,1153,no,no,unknown,27,nov,30,1,-1,0,unknown,no
51,services,single,tertiary,no,-1165,no,no,cellular,7,jun,104,1,-1,1,unknown,no
41,management,married,secondary,no,-589,no,no,cellular,8,dec,444,4,-1,0,unknown,no
36,management,single,secondary,no,143,no,no,cellular,17,aug,79,3,-1,1,other,no
28,blue-collar,married,secondary,no,-3011,yes,no,unknown,23,mar,497,1,-1,0,unknown,yes
47,unknown,married,tertiary,no,-5373,no,no,unknown,11,apr,166,2,290,0,unknown,no
30,self-employed,married,tertiary,no,7631,no,yes,unknown,16,sep,107,1,-1,0,unknown,no
46,technician,married,unknown,no,5189,yes,no,cellular,14,jan,82,6,-1,0,unknown,no
62,management,single,secondary,no,7444,yes,no,cellular,28,may,70,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,-1897,no,no,unknown,26,dec,300,1,-1,0,unknown,no
56,technician,divorced,primary,no,-1276,yes,no,unknown,3,jan,663,1,-1,0,unknown,yes
33,technician,married,tertiary,no,1988,yes,yes,cellular,11,jan,287,3,636,0,unknown,no
49,blue-collar,married,tertiary,no,97,no,no,unknown,11,oct,747,1,-1,0,failure,no
28,self-employed,single,primary,no,22,yes,yes,cellular,22,may,216,2,-1,0,unknown,no
38,admin.,married,secondary,no,-1214,no,yes,telephone,27,aug,83,1,-1,0,unknown,no
60,admin.,divorced,primary,no,4467,yes,no,cellular,30,dec,3,1,174,0,success,no
34,technician,married,tertiary,no,480,no,no,cellular,27,sep,114,1,463,1,unknown,yes
53,unknown,divorced,primary,no,683,no,yes,cellular,31,nov,258,1,-1,0,unknown,no
52,entrepreneur,married,unknown,no,941,yes,no,cellular,29,sep,242,1,-1,0,unknown,no
52,self-employed,married,tertiary,no,-165,yes,no,cellular,17,jun,75,2,-1,1,unknown,no
27,student,single,secondary,no,1637,yes,yes,telephone,23,sep,237,3,-1,0,failure,yes
46,technician,married,secondary,no,-1273,no,no,unknown,18,dec,1,6,33,0,unknown,no
39,management,single,secondary,no,1526,no,yes,cellular,7,sep,776,7,257,0,unknown,no
52,self-employed,married,tertiary,no,2526,yes,no,cellular,29,jan,113,1,-1,0,unknown,no
22,services,single,tertiary,no,508,no,no,unknown,17,mar,617,6,-1,1,failure,no
45,admin.,married,secondary,no,-351,yes,no,unknown,30,may,505,2,-1,1,failure,no
43,services,married,secondary,no,375,no,no,unknown,24,mar,668,7,-1,1,unknown,no
19,management,married,tertiary,no,2193,yes,yes,cellular,5,mar,466,4,-1,0,unknown,no
31,housemaid,married,tertiary,no,183,yes,yes,cellular,30,may,96,1,-1,0,other,no
20,blue-collar,married,tertiary,no,1019,no,no,unknown,11,dec,383,4,-1,1,unknown,no
33,services,married,tertiary,no,-1634,no,no,cellular,23,apr,497,1,-1,0,unknown,no
47,blue-collar,married,tertiary,no,-4529,no,yes,telephone,2,oct,126,1,149,1,unknown,no
43,technician,married,secondary,no,569,no,yes,unknown,13,feb,516,9,20,0,unknown,no
42,blue-collar,single,secondary,no,1571,no,no,cellular,18,jul,74,6,130,0,other,no
29,technician,married,unknown,no,1456,no,no,unknown,8,sep,5,1,-1,0,unknown,no
53,technician,divorced,primary,no,520,yes,yes,telephone,13,dec,30,1,-1,1,unknown,no
40,unknown,married,primary,no,-4869,yes,no,unknown,30,sep,19,4,-1,2,unknown,no
41,management,married,secondary,no,-271,yes,no,cellular,30,dec,574,1,-1,0,unknown,no
51,admin.,single,primary,no,-1316,yes,no,cellular,12,jul,653,3,-1,1,unknown,no
30,services,married,secondary,no,568,no,no,unknown,10,jun,45,4,439,2,unknown,no
43,blue-collar,married,secondary,no,547,yes,no,cellular,3,apr,117,4,-1,1,unknown,no
45,admin.,married,tertiary,no,186,no,no,unknown,31,jun,75,5,-1,0,unknown,no
34,technician,single,tertiary,no,606,yes,yes,cellular,20,jun,507,1,-1,0,unknown,yes
48,blue-collar,single,secondary,no,1192,no,no,unknown,26,sep,1168,1,-1,0,failure,yes
46,management,married,primary,no,-1402,no,no,cellular,13,jul,125,2,-1,0,unknown,no
39,technician,single,secondary,no,1119,yes,yes,cellular,18,jan,196,2,-1,0,unknown,no
39,blue-collar,single,secondary,no,1997,yes,yes,cellular,4,jul,137,2,-1,0,unknown,no
46,technician,married,primary,no,-91,no,no,cellular,18,mar,687,1,-1,2,unknown,no
49,blue-collar,married,secondary,no,548,no,no,cellular,29,feb,202,4,-1,1,unknown,no
41,management,single,secondary,no,29,yes,no,cellular,21,may,70,1,-1,0,success,yes
53,blue-collar,married,secondary,no,672,yes,yes,cellular,28,feb,61,5,-1,1,failure,no
48,services,married,secondary,no,-3478,yes,no,unknown,30,jun,379,5,-1,0,unknown,no
21,management,married,primary,no,-41,no,yes,unknown,31,aug,434,1,-1,0,unknown,no
25,unknown,married,tertiary,no,3170,no,no,unknown,9,oct,328,3,512,0,unknown,no
54,services,married,secondary,no,2308,yes,no,cellular,9,dec,24,2,-1,1,unknown,no
38,technician,married,secondary,no,276,yes,no,cellular,13,jun,15,2,-1,1,unknown,no
42,blue-collar,married,secondary,no,4810,yes,no,cellular,4,mar,482,1,-1,0,unknown,no
53,student,married,secondary,no,1720,yes,no,cellular,20,jan,92,5,-1,1,unknown,no
40,retired,married,secondary,no,1581,yes,no,unknown,27,jan,219,5,232,0,other,no
41,management,divorced,tertiary,no,-677,no,no,cellular,7,jun,18,1,-1,1,unknown,no
31,technician,divorced,secondary,no,988,no,no,cellular,5,feb,218,4,-1,0,unknown,no
45,unknown,married,primary,no,1284,yes,yes,cellular,7,dec,155,3,-1,2,unknown,no
47,admin.,married,secondary,no,602,no,no,cellular,17,jul,57,1,-1,1,unknown,no
34,technician,married,tertiary,no,2664,yes,yes,unknown,12,jun,82,1,-1,0,unknown,no
30,unemployed,divorced,tertiary,no,82,yes,no,telephone,19,oct,128,1,-1,0,unknown,no
69,blue-collar,married,tertiary,no,1452,yes,no,cellular,20,feb,663,1,204,0,unknown,yes
39,entrepreneur,single,secondary,no,715,yes,no,unknown,1,may,251,1,-1,0,unknown,no
33,technician,divorced,tertiary,no,-300,no,no,cellular,3,may,56,3,-1,0,unknown,no
48,unknown,married,tertiary,no,1581,yes,no,cellular,10,feb,60,1,-1,0,unknown,no
40,unknown,married,secondary,no,463,no,no,cellular,20,nov,1272,3,74,1,unknown,yes
29,admin.,married,secondary,no,823,yes,no,cellular,28,mar,1009,1,-1,0,unknown,yes
46,technician,married,primary,no,277,no,no,cellular,29,aug,432,1,-1,2,failure,no
31,self-employed,married,tertiary,no,702,no,no,cellular,15,sep,84,2,-1,0,unknown,no
58,management,married,secondary,no,1258,no,no,unknown,7,oct,403,4,-1,2,unknown,no
46,technician,married,tertiary,no,517,yes,no,cellular,13,jun,41,1,-1,0,failure,no
37,technician,married,secondary,no,29,yes,no,cellular,31,feb,89,6,329,0,unknown,no
42,management,divorced,secondary,no,-1995,yes,no,unknown,14,feb,270,1,601,0,unknown,yes
50,management,married,primary,no,791,yes,no,cellular,21,feb,83,1,57,0,unknown,no
43,management,married,secondary,no,603,no,yes,unknown,19,may,5,2,-1,1,unknown,no
64,blue-collar,single,secondary,no,568,yes,no,cellular,3,dec,174,3,-1,1,unknown,no
53,services,married,secondary,no,1444,no,no,unknown,20,jan,42,2,514,0,unknown,no
